Age,Gender,Annual_Income,Spending_Score,Purchase_History,Frequency_Visits,Product_Preference,Membership,Online_Shopping,Feedback_Score,Customer_Segment
56,Male,29744,83,1166,32,Home & Living,Yes,Frequent,3,High-Value
58,Female,69542,48,712,46,Groceries,Yes,Frequent,1,High-Value
67,Female,35042,2,1098,19,Home & Living,No,Never,5,High-Value
27,Male,73247,63,702,5,Fashion,Yes,Never,5,High-Value
45,Male,35781,14,933,35,Home & Living,No,Frequent,4,High-Value
24,Male,18186,57,849,6,Home & Living,No,Occasional,5,High-Value
43,Male,56695,18,663,26,Electronics,Yes,Rarely,3,Mid-Value
40,Male,50056,70,229,9,Electronics,Yes,Never,4,Mid-Value
56,Female,21265,20,572,47,Fashion,Yes,Occasional,4,High-Value
27,Female,53195,38,1297,29,Others,Yes,Occasional,4,High-Value
36,Male,41074,92,1047,22,Fashion,Yes,Occasional,3,High-Value
68,Male,60823,83,395,34,Others,No,Frequent,1,High-Value
66,Male,79116,22,2222,3,Home & Living,No,Frequent,3,High-Value
34,Female,34743,2,1402,18,Home & Living,No,Occasional,5,High-Value
59,Male,31775,22,1125,24,Electronics,Yes,Never,3,High-Value
44,Female,72802,37,389,37,Electronics,No,Rarely,2,High-Value
48,Male,46387,7,1880,17,Home & Living,No,Occasional,1,High-Value
59,Female,33736,94,623,8,Groceries,Yes,Never,4,High-Value
60,Female,47082,88,1432,6,Home & Living,No,Frequent,4,High-Value
37,Male,59890,68,1118,15,Home & Living,Yes,Frequent,1,High-Value
48,Male,61397,85,636,46,Others,Yes,Occasional,2,High-Value
37,Female,51125,66,1555,42,Electronics,No,Frequent,1,High-Value
34,Female,64879,56,1649,51,Groceries,No,Occasional,1,High-Value
60,Female,43901,73,1010,36,Others,No,Frequent,4,High-Value
69,Female,64923,94,398,45,Home & Living,Yes,Never,3,High-Value
42,Male,58091,48,432,31,Others,Yes,Occasional,2,High-Value
58,Male,31987,27,659,3,Groceries,No,Rarely,5,Mid-Value
54,Male,64338,3,1284,10,Others,Yes,Rarely,1,High-Value
28,Female,38360,45,595,16,Groceries,No,Frequent,3,Mid-Value
49,Female,46966,18,783,14,Groceries,No,Frequent,1,Mid-Value
47,Male,38919,56,725,35,Groceries,Yes,Rarely,2,High-Value
61,Male,76593,81,652,5,Fashion,Yes,Frequent,4,High-Value
58,Male,47957,94,788,20,Electronics,No,Frequent,2,High-Value
19,Female,69830,50,948,44,Others,Yes,Rarely,1,High-Value
29,Female,40681,64,-367,8,Fashion,No,Frequent,1,Low-Value
46,Female,52887,93,755,13,Fashion,No,Never,3,High-Value
22,Male,45405,44,1291,32,Electronics,Yes,Never,2,High-Value
54,Female,66348,48,1385,21,Groceries,Yes,Never,1,High-Value
54,Female,63439,7,601,13,Fashion,No,Occasional,4,Mid-Value
54,Female,84609,93,1464,48,Fashion,Yes,Never,5,High-Value
32,Female,80112,93,684,43,Others,No,Frequent,2,High-Value
18,Female,72716,56,1722,11,Home & Living,Yes,Frequent,2,High-Value
52,Female,49008,59,621,29,Electronics,No,Frequent,5,High-Value
59,Male,38481,99,1131,9,Groceries,No,Occasional,2,High-Value
20,Male,46784,54,772,26,Others,Yes,Frequent,3,High-Value
19,Male,32525,62,-103,10,Home & Living,No,Never,3,Low-Value
33,Male,70274,48,2205,30,Home & Living,Yes,Rarely,5,High-Value
48,Male,66275,26,1375,22,Home & Living,Yes,Occasional,2,High-Value
29,Female,49947,64,645,40,Home & Living,No,Rarely,5,High-Value
44,Male,39782,40,985,14,Home & Living,No,Rarely,4,High-Value
45,Female,45392,74,1083,19,Others,No,Occasional,3,High-Value
34,Male,35245,1,-445,41,Electronics,Yes,Frequent,3,Low-Value
64,Female,49614,73,950,32,Others,No,Rarely,5,High-Value
56,Female,53784,66,1619,15,Electronics,No,Never,2,High-Value
52,Male,44026,83,521,38,Others,No,Occasional,3,High-Value
59,Female,58092,15,563,20,Groceries,No,Never,5,Mid-Value
26,Female,48808,67,388,22,Others,Yes,Never,5,High-Value
38,Female,41203,48,415,27,Others,Yes,Frequent,1,High-Value
58,Female,59323,20,1938,50,Fashion,No,Occasional,3,High-Value
39,Male,54567,74,1049,36,Fashion,No,Occasional,5,High-Value
54,Male,40685,8,788,15,Home & Living,Yes,Rarely,4,Mid-Value
53,Female,71034,66,1133,10,Groceries,No,Never,5,High-Value
45,Male,55119,88,1637,28,Others,No,Rarely,5,High-Value
56,Female,56389,53,278,38,Groceries,No,Never,2,High-Value
69,Male,59443,10,1818,42,Fashion,No,Frequent,4,High-Value
54,Female,38663,76,1449,6,Groceries,Yes,Frequent,2,High-Value
43,Female,30707,19,1091,43,Groceries,Yes,Frequent,2,High-Value
49,Female,77398,93,1875,44,Home & Living,Yes,Occasional,2,High-Value
62,Male,49578,96,929,12,Groceries,Yes,Occasional,2,High-Value
63,Male,41952,42,742,37,Fashion,Yes,Never,2,High-Value
27,Female,57969,95,2045,48,Fashion,No,Never,5,High-Value
43,Female,63123,36,951,26,Groceries,No,Occasional,5,High-Value
40,Male,25149,88,1029,15,Fashion,Yes,Frequent,2,High-Value
37,Female,49851,71,1296,19,Home & Living,Yes,Occasional,1,High-Value
42,Male,60673,64,982,22,Electronics,Yes,Frequent,5,High-Value
34,Female,37870,59,993,33,Home & Living,Yes,Rarely,3,High-Value
42,Female,62834,16,1126,19,Others,Yes,Never,2,High-Value
58,Male,26722,64,456,2,Electronics,No,Rarely,5,Mid-Value
57,Male,41417,54,1301,36,Fashion,No,Frequent,1,High-Value
53,Male,65705,43,1269,4,Groceries,No,Occasional,2,High-Value
39,Female,11068,64,1096,15,Fashion,Yes,Occasional,4,High-Value
34,Female,28502,47,1076,24,Home & Living,Yes,Rarely,4,High-Value
69,Female,45378,12,1112,34,Home & Living,Yes,Occasional,2,High-Value
19,Male,56248,72,1199,18,Others,No,Occasional,2,High-Value
38,Female,32981,98,1644,9,Home & Living,Yes,Frequent,4,High-Value
27,Male,52306,43,1176,25,Home & Living,No,Never,5,High-Value
30,Female,23836,8,973,39,Home & Living,No,Rarely,4,High-Value
33,Male,72039,76,648,27,Home & Living,No,Never,5,High-Value
33,Male,48556,23,1408,36,Fashion,Yes,Never,3,High-Value
59,Male,62805,35,1772,26,Groceries,No,Frequent,2,High-Value
54,Male,44663,8,590,24,Home & Living,No,Frequent,2,Mid-Value
37,Male,47002,37,165,18,Fashion,No,Occasional,4,Mid-Value
24,Female,34492,2,633,16,Fashion,Yes,Rarely,5,Mid-Value
35,Female,64724,28,1284,48,Electronics,Yes,Never,1,High-Value
67,Female,68772,45,789,27,Home & Living,No,Frequent,3,High-Value
39,Female,45954,64,1404,1,Home & Living,No,Occasional,2,High-Value
48,Female,42851,96,601,51,Electronics,Yes,Frequent,3,High-Value
23,Male,78610,78,736,33,Groceries,No,Occasional,5,High-Value
49,Male,33580,74,653,51,Others,No,Frequent,5,High-Value
30,Female,41753,26,1519,21,Groceries,No,Rarely,3,High-Value
24,Male,71512,9,127,20,Groceries,No,Frequent,3,Low-Value
60,Male,58207,7,946,40,Groceries,No,Never,3,High-Value
21,Female,41181,2,49,6,Groceries,Yes,Rarely,3,Low-Value
46,Male,48065,48,863,40,Fashion,No,Occasional,4,High-Value
32,Male,43361,2,1495,5,Groceries,No,Frequent,5,High-Value
19,Male,19520,90,1807,27,Fashion,Yes,Frequent,4,High-Value
65,Female,72165,28,1814,11,Home & Living,No,Rarely,3,High-Value
34,Female,43372,32,12,42,Groceries,Yes,Rarely,5,Mid-Value
47,Male,30835,54,1496,43,Others,Yes,Occasional,2,High-Value
57,Male,55829,85,640,10,Home & Living,No,Occasional,5,High-Value
65,Female,37970,100,884,11,Others,Yes,Frequent,1,High-Value
69,Female,30400,55,714,1,Home & Living,No,Never,4,Mid-Value
18,Female,50485,96,998,24,Electronics,No,Never,5,High-Value
34,Female,61402,69,677,51,Electronics,Yes,Occasional,3,High-Value
62,Female,57171,55,658,22,Home & Living,No,Frequent,4,High-Value
19,Female,16963,8,528,18,Groceries,Yes,Occasional,4,Mid-Value
51,Female,59393,83,468,36,Fashion,No,Rarely,2,High-Value
68,Female,42608,27,1570,3,Home & Living,No,Occasional,4,High-Value
30,Male,54195,75,1644,50,Electronics,No,Occasional,1,High-Value
23,Female,54282,69,1247,39,Home & Living,Yes,Rarely,2,High-Value
28,Female,26908,4,645,11,Electronics,No,Occasional,3,Mid-Value
30,Male,40696,43,700,3,Others,Yes,Never,5,Mid-Value
51,Female,60743,25,1999,19,Electronics,No,Frequent,2,High-Value
54,Female,58506,19,801,7,Home & Living,Yes,Occasional,4,Mid-Value
32,Female,70754,81,60,4,Home & Living,Yes,Occasional,1,Mid-Value
61,Female,52979,31,800,27,Electronics,Yes,Never,5,High-Value
27,Female,27806,84,540,18,Electronics,No,Occasional,5,High-Value
19,Male,59407,85,866,50,Groceries,No,Rarely,5,High-Value
44,Female,42946,72,1131,12,Electronics,Yes,Occasional,5,High-Value
42,Male,53199,6,-401,8,Home & Living,No,Frequent,3,Low-Value
66,Female,39281,45,1832,22,Fashion,Yes,Never,3,High-Value
23,Male,62087,31,493,48,Others,Yes,Never,4,High-Value
21,Female,62224,32,593,24,Others,Yes,Frequent,2,Mid-Value
58,Male,42271,14,896,2,Groceries,Yes,Frequent,5,Mid-Value
35,Male,64604,48,820,32,Others,Yes,Rarely,3,High-Value
30,Female,64622,59,700,9,Groceries,Yes,Rarely,5,High-Value
47,Male,31522,6,740,8,Fashion,No,Occasional,1,Mid-Value
56,Male,63003,26,1643,35,Groceries,No,Frequent,3,High-Value
20,Female,52676,24,546,8,Home & Living,Yes,Frequent,2,Mid-Value
61,Male,60847,26,365,27,Others,No,Occasional,3,Mid-Value
68,Female,46234,62,489,41,Groceries,No,Rarely,3,High-Value
24,Male,43601,71,879,46,Others,Yes,Rarely,1,High-Value
63,Male,55443,5,1037,10,Electronics,No,Occasional,5,Mid-Value
23,Male,62736,94,1075,45,Fashion,Yes,Never,4,High-Value
41,Female,24566,37,1020,38,Groceries,Yes,Occasional,5,High-Value
19,Male,40568,89,625,23,Others,Yes,Never,1,High-Value
28,Female,61183,23,1342,13,Others,Yes,Frequent,3,High-Value
31,Male,59866,64,1823,28,Fashion,No,Frequent,1,High-Value
30,Male,77089,39,348,29,Electronics,Yes,Rarely,5,Mid-Value
20,Female,38561,11,1432,3,Home & Living,No,Rarely,3,High-Value
45,Female,58263,23,349,20,Electronics,Yes,Occasional,3,Mid-Value
25,Male,42657,66,585,6,Fashion,Yes,Frequent,4,Mid-Value
65,Female,55003,34,1649,4,Groceries,No,Never,4,High-Value
66,Female,38241,100,665,23,Electronics,Yes,Rarely,5,High-Value
57,Female,22179,60,177,44,Electronics,Yes,Never,1,High-Value
33,Female,51154,21,1797,21,Groceries,No,Never,2,High-Value
29,Female,63469,55,463,52,Home & Living,Yes,Rarely,2,High-Value
43,Male,73057,22,1144,52,Home & Living,Yes,Occasional,5,High-Value
25,Female,51027,88,1019,14,Fashion,Yes,Occasional,2,High-Value
28,Male,66214,35,1385,50,Others,No,Rarely,3,High-Value
24,Female,59577,68,803,27,Home & Living,Yes,Frequent,2,High-Value
40,Male,45593,14,676,25,Groceries,No,Occasional,1,Mid-Value
37,Male,64960,99,530,36,Others,No,Rarely,1,High-Value
29,Male,47447,70,1610,30,Others,Yes,Rarely,1,High-Value
57,Male,36938,96,1368,39,Fashion,Yes,Never,5,High-Value
57,Male,19617,31,790,9,Electronics,Yes,Frequent,4,Mid-Value
54,Female,58994,12,1337,7,Others,Yes,Rarely,4,High-Value
67,Female,31912,15,1156,42,Electronics,Yes,Occasional,4,High-Value
32,Female,57195,57,1247,39,Fashion,No,Never,3,High-Value
33,Male,42569,52,1177,9,Others,No,Frequent,1,High-Value
38,Male,32645,65,964,49,Others,No,Never,5,High-Value
21,Male,56122,11,364,29,Electronics,No,Rarely,2,Mid-Value
48,Female,39221,75,1849,19,Groceries,Yes,Occasional,2,High-Value
30,Male,52860,59,1067,24,Others,Yes,Rarely,5,High-Value
59,Female,70791,32,1165,14,Others,No,Frequent,1,High-Value
60,Female,54527,98,973,7,Fashion,No,Occasional,5,High-Value
40,Female,52251,23,958,50,Home & Living,No,Occasional,2,High-Value
34,Female,58892,91,767,27,Electronics,No,Occasional,1,High-Value
31,Male,35040,74,788,51,Electronics,Yes,Occasional,3,High-Value
43,Male,54900,94,1247,16,Home & Living,No,Never,1,High-Value
49,Male,47927,21,1435,27,Fashion,Yes,Rarely,1,High-Value
37,Female,37535,42,1455,52,Electronics,No,Never,5,High-Value
33,Female,76498,14,1152,38,Others,Yes,Occasional,4,High-Value
62,Male,28829,68,627,8,Fashion,Yes,Never,4,High-Value
60,Female,46365,74,100,37,Home & Living,Yes,Rarely,4,High-Value
65,Female,59262,46,1257,14,Fashion,Yes,Rarely,4,High-Value
51,Male,60343,19,426,32,Home & Living,Yes,Rarely,5,Mid-Value
30,Female,40324,89,1061,21,Home & Living,Yes,Frequent,4,High-Value
54,Female,62278,30,428,33,Others,No,Never,2,Mid-Value
28,Male,41919,6,759,30,Others,No,Frequent,3,High-Value
64,Male,48786,91,875,26,Electronics,No,Never,2,High-Value
65,Male,21765,75,1525,40,Home & Living,Yes,Frequent,2,High-Value
64,Female,57156,2,1274,6,Fashion,No,Never,3,High-Value
62,Male,72547,53,1025,20,Fashion,No,Never,2,High-Value
29,Female,37255,49,1113,4,Fashion,No,Occasional,2,High-Value
52,Male,39780,94,244,21,Groceries,No,Rarely,5,High-Value
21,Male,70978,61,1271,19,Fashion,Yes,Occasional,5,High-Value
68,Male,25190,85,1108,27,Others,Yes,Never,5,High-Value
68,Female,52105,14,1171,6,Home & Living,Yes,Frequent,2,High-Value
54,Male,67891,95,875,46,Others,Yes,Occasional,3,High-Value
29,Male,35090,41,1153,40,Groceries,Yes,Frequent,2,High-Value
21,Male,47529,33,808,38,Others,No,Frequent,2,High-Value
27,Male,53192,12,1612,5,Electronics,Yes,Never,1,High-Value
25,Male,63234,47,443,32,Fashion,Yes,Frequent,1,High-Value
62,Male,68690,4,279,24,Home & Living,Yes,Rarely,2,Low-Value
51,Female,36899,15,851,4,Fashion,No,Occasional,2,Mid-Value
39,Female,42213,13,1288,33,Fashion,No,Rarely,3,High-Value
42,Male,32817,30,1863,34,Groceries,Yes,Rarely,5,High-Value
18,Male,55358,1,1261,49,Home & Living,Yes,Never,4,High-Value
38,Male,57274,18,549,26,Home & Living,Yes,Occasional,3,Mid-Value
20,Male,35941,40,803,20,Electronics,No,Frequent,2,High-Value
43,Male,71216,59,2009,49,Home & Living,Yes,Occasional,4,High-Value
25,Male,50997,30,1403,32,Home & Living,Yes,Occasional,1,High-Value
47,Male,42855,66,1913,8,Groceries,No,Never,2,High-Value
45,Female,39547,44,1328,46,Groceries,No,Never,1,High-Value
52,Male,29336,83,1269,52,Others,Yes,Frequent,4,High-Value
59,Male,54711,44,855,42,Home & Living,No,Occasional,5,High-Value
27,Male,35080,6,444,33,Groceries,No,Rarely,4,Mid-Value
68,Male,68112,63,1503,36,Others,No,Rarely,2,High-Value
53,Male,46889,70,1136,24,Electronics,No,Frequent,5,High-Value
40,Male,22327,94,676,50,Home & Living,Yes,Occasional,2,High-Value
50,Male,51015,24,383,43,Fashion,No,Frequent,3,High-Value
61,Female,52286,74,-10,30,Home & Living,Yes,Occasional,2,Mid-Value
54,Female,53777,63,323,27,Others,No,Rarely,3,High-Value
24,Male,30275,52,263,48,Others,No,Rarely,4,High-Value
33,Male,67245,33,772,8,Electronics,No,Frequent,5,Mid-Value
69,Female,75099,7,780,50,Fashion,Yes,Never,4,High-Value
44,Female,53373,73,584,37,Others,No,Rarely,4,High-Value
50,Female,50185,95,1539,23,Electronics,Yes,Never,5,High-Value
64,Female,44789,28,587,23,Others,Yes,Occasional,3,Mid-Value
35,Female,17101,48,-166,1,Groceries,Yes,Frequent,5,Low-Value
42,Male,40727,55,406,9,Electronics,Yes,Rarely,5,Mid-Value
69,Male,64257,69,428,24,Electronics,Yes,Occasional,2,High-Value
27,Female,49702,56,592,14,Fashion,Yes,Never,2,High-Value
32,Male,29031,65,943,36,Groceries,Yes,Frequent,5,High-Value
54,Male,72308,5,976,26,Groceries,Yes,Never,4,High-Value
51,Female,75906,81,1706,15,Home & Living,No,Rarely,4,High-Value
18,Male,51283,14,468,51,Home & Living,No,Occasional,5,High-Value
19,Male,56263,23,1661,34,Groceries,No,Frequent,5,High-Value
68,Male,64845,56,2228,35,Groceries,Yes,Never,3,High-Value
44,Male,39806,33,551,6,Others,Yes,Never,5,Mid-Value
67,Male,53945,74,2082,18,Others,Yes,Occasional,2,High-Value
24,Female,37512,86,812,8,Home & Living,No,Never,4,High-Value
42,Male,87845,62,1090,20,Others,Yes,Rarely,5,High-Value
41,Female,54694,20,437,8,Home & Living,No,Never,4,Low-Value
41,Male,40229,80,937,22,Electronics,Yes,Frequent,5,High-Value
47,Female,45217,100,1195,39,Electronics,Yes,Occasional,2,High-Value
41,Female,41735,38,1279,28,Others,No,Occasional,1,High-Value
50,Female,50962,56,106,17,Home & Living,No,Frequent,2,Mid-Value
51,Male,25130,60,1096,14,Groceries,No,Frequent,3,High-Value
26,Female,34904,94,1984,48,Others,Yes,Frequent,4,High-Value
46,Male,55704,40,909,16,Groceries,No,Frequent,2,High-Value
64,Male,58270,45,1000,5,Home & Living,Yes,Never,4,High-Value
23,Male,26995,55,1251,17,Groceries,No,Never,3,High-Value
20,Female,67657,90,48,17,Fashion,Yes,Rarely,1,Mid-Value
29,Female,33532,25,410,48,Fashion,No,Occasional,2,High-Value
23,Male,59678,77,534,6,Groceries,No,Frequent,4,High-Value
53,Male,46060,13,1377,41,Groceries,Yes,Rarely,5,High-Value
25,Female,44074,43,1438,21,Home & Living,No,Rarely,3,High-Value
38,Male,54490,73,574,52,Home & Living,No,Frequent,5,High-Value
49,Male,52225,88,169,35,Home & Living,Yes,Never,1,High-Value
27,Male,50356,100,549,48,Home & Living,Yes,Frequent,1,High-Value
65,Female,67491,51,837,13,Electronics,Yes,Frequent,1,High-Value
66,Male,50165,38,1263,37,Others,Yes,Never,2,High-Value
66,Male,52738,79,1608,2,Fashion,No,Rarely,3,High-Value
23,Male,62300,77,1405,19,Fashion,No,Never,3,High-Value
43,Male,42489,46,1634,4,Electronics,No,Frequent,1,High-Value
54,Male,25499,14,1036,41,Fashion,No,Occasional,5,High-Value
63,Female,71322,13,1054,12,Home & Living,No,Rarely,3,High-Value
23,Male,27571,92,28,30,Groceries,No,Rarely,3,High-Value
21,Female,51645,64,628,50,Groceries,No,Occasional,5,High-Value
25,Female,58156,64,1526,10,Others,Yes,Occasional,2,High-Value
35,Female,61330,21,2371,33,Fashion,No,Frequent,5,High-Value
38,Female,70962,37,414,35,Others,No,Rarely,3,High-Value
51,Male,43931,34,677,9,Others,No,Occasional,4,Mid-Value
58,Female,42698,33,1314,51,Others,No,Frequent,5,High-Value
32,Male,34565,96,486,32,Others,Yes,Occasional,2,High-Value
66,Male,49509,4,1203,45,Others,No,Rarely,5,High-Value
60,Male,56209,9,543,41,Groceries,Yes,Rarely,3,High-Value
60,Male,54340,17,835,31,Groceries,Yes,Never,1,High-Value
35,Female,43873,99,945,40,Electronics,Yes,Rarely,1,High-Value
39,Female,69641,62,311,3,Fashion,Yes,Frequent,4,Mid-Value
33,Female,50873,52,765,47,Groceries,Yes,Never,5,High-Value
39,Female,42248,68,1031,37,Others,No,Frequent,4,High-Value
53,Male,52782,93,1371,29,Home & Living,Yes,Frequent,1,High-Value
24,Female,49848,22,1197,6,Others,No,Never,1,High-Value
63,Female,53932,97,566,42,Fashion,Yes,Rarely,3,High-Value
69,Female,41918,99,1227,41,Others,Yes,Rarely,5,High-Value
32,Male,60073,6,767,29,Others,Yes,Frequent,5,High-Value
59,Female,57650,96,1143,44,Fashion,Yes,Never,2,High-Value
59,Female,29167,28,208,40,Others,Yes,Occasional,4,Mid-Value
38,Male,53235,35,398,2,Electronics,Yes,Occasional,1,Low-Value
55,Female,48690,71,229,14,Electronics,No,Rarely,5,Mid-Value
56,Female,30279,32,1036,27,Home & Living,No,Frequent,3,High-Value
35,Female,38301,35,421,50,Home & Living,Yes,Frequent,5,High-Value
32,Female,59168,85,1356,17,Fashion,No,Never,3,High-Value
63,Male,56845,12,20,32,Electronics,Yes,Never,2,Low-Value
67,Male,57942,83,1208,18,Groceries,No,Occasional,4,High-Value
32,Male,54149,78,288,32,Groceries,No,Occasional,2,High-Value
51,Male,45742,50,1063,52,Groceries,No,Never,4,High-Value
42,Male,66186,89,847,50,Home & Living,No,Rarely,3,High-Value
53,Male,38760,45,2506,35,Electronics,No,Never,2,High-Value
57,Female,44382,61,1201,4,Fashion,No,Rarely,2,High-Value
22,Male,64944,81,816,4,Home & Living,No,Never,5,High-Value
44,Female,22567,63,555,38,Home & Living,No,Frequent,5,High-Value
31,Female,44192,29,1312,34,Electronics,No,Frequent,4,High-Value
21,Female,39792,4,1007,24,Home & Living,No,Occasional,3,High-Value
27,Male,30944,96,1388,41,Others,Yes,Never,5,High-Value
54,Female,65486,49,358,26,Fashion,No,Occasional,1,Mid-Value
55,Female,29595,66,1321,41,Electronics,No,Never,4,High-Value
45,Female,39583,8,828,23,Electronics,No,Never,5,Mid-Value
51,Female,39284,44,1078,8,Others,Yes,Occasional,2,High-Value
39,Male,51801,53,-276,39,Groceries,Yes,Frequent,4,Mid-Value
55,Female,33566,79,1924,29,Home & Living,Yes,Never,4,High-Value
37,Male,46679,75,314,29,Groceries,No,Frequent,1,High-Value
41,Male,53595,100,2106,52,Home & Living,No,Never,5,High-Value
67,Male,36211,100,1490,39,Others,Yes,Never,5,High-Value
26,Male,35220,65,549,3,Home & Living,Yes,Frequent,4,Mid-Value
52,Female,75655,96,657,52,Others,Yes,Rarely,1,High-Value
19,Female,30335,29,1442,1,Groceries,No,Occasional,2,High-Value
26,Male,55693,75,1365,27,Electronics,Yes,Occasional,4,High-Value
55,Female,46580,66,2165,6,Groceries,Yes,Rarely,1,High-Value
28,Female,55227,80,706,1,Groceries,Yes,Never,3,High-Value
23,Male,40858,65,1027,13,Home & Living,No,Rarely,2,High-Value
57,Male,61517,28,1151,6,Others,Yes,Occasional,5,High-Value
47,Male,87251,15,1684,52,Home & Living,No,Never,1,High-Value
50,Female,32925,71,1612,25,Home & Living,No,Frequent,4,High-Value
63,Male,39554,15,472,39,Home & Living,Yes,Never,5,High-Value
45,Female,57432,22,1706,22,Electronics,Yes,Frequent,5,High-Value
23,Male,49269,20,139,12,Home & Living,Yes,Never,3,Low-Value
18,Male,61298,62,867,31,Groceries,No,Frequent,2,High-Value
30,Male,55847,64,852,34,Electronics,No,Rarely,4,High-Value
42,Male,41709,24,1109,21,Groceries,Yes,Rarely,4,High-Value
39,Male,48779,56,789,11,Fashion,No,Never,5,High-Value
41,Male,40013,81,590,27,Others,No,Rarely,5,High-Value
52,Female,61201,37,993,44,Home & Living,No,Never,5,High-Value
50,Male,67030,62,1105,38,Others,No,Occasional,1,High-Value
62,Female,63564,44,1856,43,Groceries,Yes,Never,2,High-Value
42,Male,30367,82,1434,50,Electronics,No,Frequent,3,High-Value
49,Female,43039,40,-310,39,Home & Living,No,Rarely,3,Mid-Value
46,Male,49877,32,1069,44,Electronics,No,Rarely,3,High-Value
